"","X","PSU_CY","PSU_YR","PSU_ID","PSU","PLOT","CLUS","POINT","EAST_UTM_NAD83","NORTH_UTM_NAD84","SampDate","WD1","WD2","WD3","WD_MN","CLAJAM_HT","HABITAT","DATASHEET","EDENWSE","SOILDEP","GR_ELEV","BR_ELEV","SOILDEP_corr","MAP_CLASS","MAP_CLASS_corr","OBSERVER"
"160",160,"C1",1,"1","P001","13_C",13,"C",567041,2941652,"9/18/2009",32,NA,NA,32,1,"Slough",NA,468,NA,436,NA,NA,NA,NA,NA
"161",161,"C1",1,"1","P001","13_E",13,"E",567049,2941654,"9/18/2009",31,NA,NA,31,0,"Slough",NA,468,NA,437,NA,NA,NA,NA,NA
"162",162,"C1",1,"1","P001","14_C",14,"C",566979,2941627,"9/18/2009",28,NA,NA,28,1,"Ridge",NA,468,NA,440,NA,NA,NA,NA,NA
"163",163,"C1",1,"1","P001","14_E",14,"E",566986,2941629,"9/18/2009",30,NA,NA,30,1,"Ridge",NA,468,NA,438,NA,NA,NA,NA,NA
"164",164,"C1",1,"1","P001","15_C",15,"C",567001,2941719,"9/18/2009",21,NA,NA,21,2,"Ridge",NA,468,NA,447,NA,NA,NA,NA,NA
"165",165,"C1",1,"1","P001","15_E",15,"E",567009,2941722,"9/18/2009",24,NA,NA,24,2,"Ridge",NA,468,NA,444,NA,NA,NA,NA,NA
"166",166,"C1",1,"1","P001","16_C",16,"C",566871,2941554,"9/18/2009",30,NA,NA,30,1,"Ridge",NA,468,NA,438,NA,NA,NA,NA,NA
"167",167,"C1",1,"1","P001","16_E",16,"E",566881,2941558,"9/18/2009",15,NA,NA,15,0,"Tree Island",NA,468,NA,453,NA,NA,NA,NA,NA
"168",168,"C1",1,"1","P001","17_C",17,"C",566959,2941767,"9/18/2009",31,NA,NA,31,0,"Slough",NA,468,NA,437,NA,NA,NA,NA,NA
"169",169,"C1",1,"1","P001","17_E",17,"E",566969,2941771,"9/18/2009",31,NA,NA,31,0,"Slough",NA,468,NA,437,NA,NA,NA,NA,NA
"170",170,"C1",1,"1","P001","18_C",18,"C",567040,2941628,"9/18/2009",25,NA,NA,25,2,"Slough",NA,468,NA,443,NA,NA,NA,NA,NA
"171",171,"C1",1,"1","P001","18_E",18,"E",567046,2941631,"9/18/2009",30,NA,NA,30,1,"Ridge",NA,468,NA,438,NA,NA,NA,NA,NA
"172",172,"C1",1,"1","P001","19_C",19,"C",567001,2941429,"9/18/2009",30,NA,NA,30,1,"Slough",NA,468,NA,438,NA,NA,NA,NA,NA
"173",173,"C1",1,"1","P001","19_E",19,"E",567010,2941432,"9/18/2009",29,NA,NA,29,0,"Slough",NA,468,NA,439,NA,NA,NA,NA,NA
"174",174,"C1",1,"1","P001","20_C",20,"C",566947,2941593,"9/18/2009",21,NA,NA,21,2,"Ridge",NA,468,NA,447,NA,NA,NA,NA,NA
"175",175,"C1",1,"1","P001","20_E",20,"E",566951,2941595,"9/18/2009",22,NA,NA,22,2,"Ridge",NA,468,NA,446,NA,NA,NA,NA,NA
"176",176,"C1",1,"1","P001","21_C",21,"C",567777,2941031,"9/18/2009",31,NA,NA,31,0,"Slough",NA,468,NA,437,NA,NA,NA,NA,NA
"177",177,"C1",1,"1","P001","21_E",21,"E",567779,2941031,"9/18/2009",33,NA,NA,33,0,"Slough",NA,468,NA,435,NA,NA,NA,NA,NA
"178",178,"C1",1,"1","P001","22_C",22,"C",567814,2941117,"9/18/2009",24,NA,NA,24,1,"Ridge",NA,468,NA,444,NA,NA,NA,NA,NA
"179",179,"C1",1,"1","P001","22_E",22,"E",567823,2941120,"9/18/2009",20,NA,NA,20,2,"Ridge",NA,468,NA,448,NA,NA,NA,NA,NA
"180",180,"C1",1,"1","P001","23_C",23,"C",567641,2941316,"9/18/2009",37,NA,NA,37,2,"Ridge",NA,468,NA,431,NA,NA,NA,NA,NA
"181",181,"C1",1,"1","P001","23_E",23,"E",567651,2941319,"9/18/2009",0,NA,NA,0,0,"Tree Island",NA,468,NA,468,NA,NA,NA,NA,NA
"182",182,"C1",1,"1","P001","24_C",24,"C",567778,2941212,"9/18/2009",22,NA,NA,22,3,"Ridge",NA,468,NA,446,NA,NA,NA,NA,NA
"183",183,"C1",1,"1","P001","24_E",24,"E",567785,2941215,"9/18/2009",14,NA,NA,14,3,"Tree Island",NA,468,NA,454,NA,NA,NA,NA,NA
"184",184,"C1",1,"1","P001","25_C",25,"C",567731,2940991,"9/18/2009",32,NA,NA,32,0,"Slough",NA,468,NA,436,NA,NA,NA,NA,NA
"185",185,"C1",1,"1","P001","25_E",25,"E",567741,2940994,"9/18/2009",31,NA,NA,31,0,"Slough",NA,468,NA,437,NA,NA,NA,NA,NA
"186",186,"C1",1,"1","P001","26_C",26,"C",567798,2941362,"9/18/2009",30,NA,NA,30,2,"Ridge",NA,468,NA,438,NA,NA,NA,NA,NA
"187",187,"C1",1,"1","P001","26_E",26,"E",567808,2941366,"9/18/2009",26,NA,NA,26,3,"Ridge",NA,468,NA,442,NA,NA,NA,NA,NA
"188",188,"C1",1,"1","P001","27_C",27,"C",567699,2941305,"9/18/2009",35,NA,NA,35,0,"Slough",NA,468,NA,433,NA,NA,NA,NA,NA
"189",189,"C1",1,"1","P001","27_E",27,"E",567708,2941308,"9/18/2009",39,NA,NA,39,0,"Slough",NA,468,NA,429,NA,NA,NA,NA,NA
"190",190,"C1",1,"1","P001","28_C",28,"C",567714,2941430,"9/18/2009",29,NA,NA,29,1,"Ridge",NA,468,NA,439,NA,NA,NA,NA,NA
"191",191,"C1",1,"1","P001","28_E",28,"E",567724,2941434,"9/18/2009",31,NA,NA,31,0,"Slough",NA,468,NA,437,NA,NA,NA,NA,NA
"192",192,"C1",1,"1","P001","29_C",29,"C",567632,2941355,"9/18/2009",32,NA,NA,32,0,"Slough",NA,468,NA,436,NA,NA,NA,NA,NA
"193",193,"C1",1,"1","P001","29_E",29,"E",567638,2941357,"9/18/2009",35,NA,NA,35,0,"Slough",NA,468,NA,433,NA,NA,NA,NA,NA
"194",194,"C1",1,"1","P001","30_C",30,"C",567723,2941162,"9/18/2009",35,NA,NA,35,0,"Slough",NA,468,NA,433,NA,NA,NA,NA,NA
"195",195,"C1",1,"1","P001","30_E",30,"E",567733,2941166,"9/18/2009",36,NA,NA,36,0,"Slough",NA,468,NA,432,NA,NA,NA,NA,NA
"196",196,"C1",1,"1","P001","31_C",31,"C",566454,2942475,"9/18/2009",25,NA,NA,25,1,"Tree Island",NA,468,NA,443,NA,NA,NA,NA,NA
"197",197,"C1",1,"1","P001","31_E",31,"E",566461,2942477,"9/18/2009",23,NA,NA,23,2,"Ridge",NA,468,NA,445,NA,NA,NA,NA,NA
"198",198,"C1",1,"1","P001","32_C",32,"C",566344,2942381,"9/18/2009",31,NA,NA,31,0,"Slough",NA,468,NA,437,NA,NA,NA,NA,NA
"199",199,"C1",1,"1","P001","32_E",32,"E",566350,2942383,"9/18/2009",29,NA,NA,29,0,"Slough",NA,468,NA,439,NA,NA,NA,NA,NA
"200",200,"C1",1,"1","P001","33_C",33,"C",566477,2942432,"9/18/2009",26,NA,NA,26,1,"Ridge",NA,468,NA,442,NA,NA,NA,NA,NA
"201",201,"C1",1,"1","P001","33_E",33,"E",566480,2942433,"9/18/2009",23,NA,NA,23,1,"Ridge",NA,468,NA,445,NA,NA,NA,NA,NA
"202",202,"C1",1,"1","P001","34_C",34,"C",566526,2942338,"9/18/2009",24,NA,NA,24,2,"Ridge",NA,468,NA,444,NA,NA,NA,NA,NA
"203",203,"C1",1,"1","P001","34_E",34,"E",566533,2942340,"9/18/2009",25,NA,NA,25,1,"Ridge",NA,468,NA,443,NA,NA,NA,NA,NA
"204",204,"C1",1,"1","P001","35_C",35,"C",566332,2942370,"9/18/2009",21,NA,NA,21,2,"Ridge",NA,468,NA,447,NA,NA,NA,NA,NA
"205",205,"C1",1,"1","P001","35_E",35,"E",566341,2942373,"9/18/2009",28,NA,NA,28,1,"Ridge",NA,468,NA,440,NA,NA,NA,NA,NA
"206",206,"C1",1,"1","P001","36_C",36,"C",566485,2942335,"9/18/2009",24,NA,NA,24,2,"Ridge",NA,468,NA,444,NA,NA,NA,NA,NA
"207",207,"C1",1,"1","P001","36_E",36,"E",566494,2942338,"9/18/2009",14,NA,NA,14,2,"Tree Island",NA,468,NA,454,NA,NA,NA,NA,NA
"208",208,"C1",1,"1","P001","37_C",37,"C",566366,2942334,"9/18/2009",22,NA,NA,22,0,"Ridge",NA,468,NA,446,NA,NA,NA,NA,NA
"209",209,"C1",1,"1","P001","37_E",37,"E",566373,2942336,"9/18/2009",23,NA,NA,23,1,"Ridge",NA,468,NA,445,NA,NA,NA,NA,NA
"210",210,"C1",1,"1","P001","38_C",38,"C",566426,2942298,"9/18/2009",20,NA,NA,20,0,"Tree Island",NA,468,NA,448,NA,NA,NA,NA,NA
"211",211,"C1",1,"1","P001","38_E",38,"E",566429,2942299,"9/18/2009",19,NA,NA,19,2,"Tree Island",NA,468,NA,449,NA,NA,NA,NA,NA
"212",212,"C1",1,"1","P001","39_C",39,"C",566415,2942363,"9/18/2009",22,NA,NA,22,2,"Ridge",NA,468,NA,446,NA,NA,NA,NA,NA
"213",213,"C1",1,"1","P001","39_E",39,"E",566426,2942367,"9/18/2009",26,NA,NA,26,3,"Tree Island",NA,468,NA,442,NA,NA,NA,NA,NA
"214",214,"C1",1,"1","P001","40_C",40,"C",566427,2942571,"9/18/2009",27,NA,NA,27,2,"Tree Island",NA,468,NA,441,NA,NA,NA,NA,NA
"215",215,"C1",1,"1","P001","40_E",40,"E",566433,2942573,"9/18/2009",17,NA,NA,17,3,"Ridge",NA,468,NA,451,NA,NA,NA,NA,NA
"216",216,"C1",1,"1","P001","41_C",41,"C",566489,2942695,"9/18/2009",30,NA,NA,30,0,"Slough",NA,468,NA,438,NA,NA,NA,NA,NA
"217",217,"C1",1,"1","P001","41_E",41,"E",566498,2942699,"9/18/2009",39,NA,NA,39,0,"Slough",NA,468,NA,429,NA,NA,NA,NA,NA
"218",218,"C1",1,"1","P001","42_C",42,"C",566381,2942693,"9/18/2009",35,NA,NA,35,0,"Slough",NA,468,NA,433,NA,NA,NA,NA,NA
"219",219,"C1",1,"1","P001","42_E",42,"E",566388,2942695,"9/18/2009",34,NA,NA,34,0,"Slough",NA,468,NA,434,NA,NA,NA,NA,NA
"220",220,"C1",1,"1","P001","43_C",43,"C",566444,2942779,"9/18/2009",28,NA,NA,28,3,"Ridge",NA,468,NA,440,NA,NA,NA,NA,NA
"221",221,"C1",1,"1","P001","43_E",43,"E",566454,2942783,"9/18/2009",28,NA,NA,28,2,"Ridge",NA,468,NA,440,NA,NA,NA,NA,NA
"222",222,"C1",1,"1","P001","44_C",44,"C",566511,2942551,"9/18/2009",18,NA,NA,18,2,"Ridge",NA,468,NA,450,NA,NA,NA,NA,NA
"223",223,"C1",1,"1","P001","44_E",44,"E",566524,2942556,"9/18/2009",18,NA,NA,18,2,"Ridge",NA,468,NA,450,NA,NA,NA,NA,NA
"224",224,"C1",1,"1","P001","45_C",45,"C",566458,2942495,"9/18/2009",32,NA,NA,32,0,"Tree Island",NA,468,NA,436,NA,NA,NA,NA,NA
"225",225,"C1",1,"1","P001","45_E",45,"E",566466,2942498,"9/18/2009",16,NA,NA,16,3,"Slough",NA,468,NA,452,NA,NA,NA,NA,NA
"226",226,"C1",1,"1","P001","46_C",46,"C",566301,2942657,"9/18/2009",30,NA,NA,30,0,"Slough",NA,468,NA,438,NA,NA,NA,NA,NA
"227",227,"C1",1,"1","P001","46_E",46,"E",566303,2942657,"9/18/2009",33,NA,NA,33,0,"Slough",NA,468,NA,435,NA,NA,NA,NA,NA
"228",228,"C1",1,"1","P001","47_C",47,"C",566541,2942542,"9/18/2009",30,NA,NA,30,2,"Ridge",NA,468,NA,438,NA,NA,NA,NA,NA
"229",229,"C1",1,"1","P001","47_E",47,"E",566550,2942545,"9/18/2009",33,NA,NA,33,0,"Slough",NA,468,NA,435,NA,NA,NA,NA,NA
"230",230,"C1",1,"1","P001","48_C",48,"C",566520,2942537,"9/18/2009",21,NA,NA,21,3,"Ridge",NA,468,NA,447,NA,NA,NA,NA,NA
"231",231,"C1",1,"1","P001","48_E",48,"E",566530,2942540,"9/18/2009",28,NA,NA,28,2,"Ridge",NA,468,NA,440,NA,NA,NA,NA,NA
"232",232,"C1",1,"1","P001","49_C",49,"C",566441,2942757,"9/18/2009",32,NA,NA,32,0,"Slough",NA,468,NA,436,NA,NA,NA,NA,NA
"233",233,"C1",1,"1","P001","49_E",49,"E",566447,2942759,"9/18/2009",36,NA,NA,36,0,"Slough",NA,468,NA,432,NA,NA,NA,NA,NA
"234",234,"C1",1,"1","P001","50_C",50,"C",566455,2942700,"9/18/2009",31,NA,NA,31,2,"Ridge",NA,468,NA,437,NA,NA,NA,NA,NA
"235",235,"C1",1,"1","P001","50_E",50,"E",566466,2942703,"9/18/2009",30,NA,NA,30,2,"Ridge",NA,468,NA,438,NA,NA,NA,NA,NA
"236",236,"C1",1,"1","P001","51_C",51,"C",567118,2942490,"9/18/2009",38,NA,NA,38,0,"Slough",NA,468,NA,430,NA,NA,NA,NA,NA
"237",237,"C1",1,"1","P001","51_E",51,"E",567121,2942491,"9/18/2009",38,NA,NA,38,0,"Slough",NA,468,NA,430,NA,NA,NA,NA,NA
"238",238,"C1",1,"1","P001","52_C",52,"C",567130,2942626,"9/18/2009",35,NA,NA,35,0,"Slough",NA,468,NA,433,NA,NA,NA,NA,NA
"239",239,"C1",1,"1","P001","52_E",52,"E",567137,2942628,"9/18/2009",40,NA,NA,40,0,"Slough",NA,468,NA,428,NA,NA,NA,NA,NA
"240",240,"C1",1,"1","P001","53_C",53,"C",567105,2942773,"9/18/2009",29,NA,NA,29,2,"Ridge",NA,468,NA,439,NA,NA,NA,NA,NA
"241",241,"C1",1,"1","P001","53_E",53,"E",567111,2942775,"9/18/2009",29,NA,NA,29,3,"Ridge",NA,468,NA,439,NA,NA,NA,NA,NA
"242",242,"C1",1,"1","P001","54_C",54,"C",567185,2942548,"9/18/2009",32,NA,NA,32,1,"Slough",NA,468,NA,436,NA,NA,NA,NA,NA
"243",243,"C1",1,"1","P001","54_E",54,"E",567189,2942550,"9/18/2009",11,NA,NA,11,3,"Tree Island",NA,468,NA,457,NA,NA,NA,NA,NA
"244",244,"C1",1,"1","P001","55_C",55,"C",567151,2942578,"9/18/2009",28,NA,NA,28,3,"Ridge",NA,468,NA,440,NA,NA,NA,NA,NA
"245",245,"C1",1,"1","P001","55_E",55,"E",567160,2942581,"9/18/2009",35,NA,NA,35,0,"Slough",NA,468,NA,433,NA,NA,NA,NA,NA
"246",246,"C1",1,"1","P001","56_C",56,"C",567089,2942783,"9/18/2009",26,NA,NA,26,3,"Ridge",NA,468,NA,442,NA,NA,NA,NA,NA
"247",247,"C1",1,"1","P001","56_E",56,"E",567099,2942786,"9/18/2009",32,NA,NA,32,0,"Slough",NA,468,NA,436,NA,NA,NA,NA,NA
"248",248,"C1",1,"1","P001","57_C",57,"C",567083,2942772,"9/18/2009",33,NA,NA,33,1,"Ridge",NA,468,NA,435,NA,NA,NA,NA,NA
"249",249,"C1",1,"1","P001","57_E",57,"E",567092,2942775,"9/18/2009",28,NA,NA,28,3,"Ridge",NA,468,NA,440,NA,NA,NA,NA,NA
"250",250,"C1",1,"1","P001","58_C",58,"C",567071,2942540,"9/18/2009",27,NA,NA,27,2,"Ridge",NA,468,NA,441,NA,NA,NA,NA,NA
"251",251,"C1",1,"1","P001","58_E",58,"E",567081,2942544,"9/18/2009",34,NA,NA,34,0,"Slough",NA,468,NA,434,NA,NA,NA,NA,NA
"252",252,"C1",1,"1","P001","59_C",59,"C",566994,2942730,"9/18/2009",38,NA,NA,38,0,"Slough",NA,468,NA,430,NA,NA,NA,NA,NA
"253",253,"C1",1,"1","P001","59_E",59,"E",566995,2942730,"9/18/2009",33,NA,NA,33,0,"Slough",NA,468,NA,435,NA,NA,NA,NA,NA
"254",254,"C1",1,"1","P001","60_C",60,"C",567201,2942553,"9/18/2009",36,NA,NA,36,0,"Slough",NA,468,NA,432,NA,NA,NA,NA,NA
"255",255,"C1",1,"1","P001","60_E",60,"E",567211,2942556,"9/18/2009",33,NA,NA,33,0,"Slough",NA,468,NA,435,NA,NA,NA,NA,NA
"256",256,"C1",1,"1","P001","61_C",61,"C",565920,2943111,"9/18/2009",29,NA,NA,29,2,"Ridge",NA,468,NA,439,NA,NA,NA,NA,NA
"257",257,"C1",1,"1","P001","61_E",61,"E",565923,2943112,"9/18/2009",28,NA,NA,28,0,"Slough",NA,468,NA,440,NA,NA,NA,NA,NA
"258",258,"C1",1,"1","P001","62_C",62,"C",565925,2943143,"9/18/2009",26,NA,NA,26,2,"Ridge",NA,468,NA,442,NA,NA,NA,NA,NA
"259",259,"C1",1,"1","P001","62_E",62,"E",565928,2943144,"9/18/2009",27,NA,NA,27,2,"Ridge",NA,468,NA,441,NA,NA,NA,NA,NA
"260",260,"C1",1,"1","P001","63_C",63,"C",565925,2943275,"9/18/2009",25,NA,NA,25,2,"Ridge",NA,468,NA,443,NA,NA,NA,NA,NA
"261",261,"C1",1,"1","P001","63_E",63,"E",565932,2943277,"9/18/2009",24,NA,NA,24,2,"Ridge",NA,468,NA,444,NA,NA,NA,NA,NA
"262",262,"C1",1,"1","P001","64_C",64,"C",565968,2943426,"9/18/2009",28,NA,NA,28,2,"Ridge",NA,468,NA,440,NA,NA,NA,NA,NA
"263",263,"C1",1,"1","P001","64_E",64,"E",565977,2943429,"9/18/2009",27,NA,NA,27,2,"Ridge",NA,468,NA,441,NA,NA,NA,NA,NA
"264",264,"C1",1,"1","P001","65_C",65,"C",565783,2943238,"9/18/2009",24,NA,NA,24,3,"Ridge",NA,468,NA,444,NA,NA,NA,NA,NA
"265",265,"C1",1,"1","P001","65_E",65,"E",565792,2943248,"9/18/2009",18,NA,NA,18,2,"Ridge",NA,468,NA,450,NA,NA,NA,NA,NA
"266",266,"C1",1,"1","P001","66_C",66,"C",565810,2943050,"9/18/2009",18,NA,NA,18,1,"Ridge",NA,468,NA,450,NA,NA,NA,NA,NA
"267",267,"C1",1,"1","P001","66_E",66,"E",565812,2943052,"9/18/2009",19,NA,NA,19,2,"Ridge",NA,468,NA,449,NA,NA,NA,NA,NA
"268",268,"C1",1,"1","P001","67_C",67,"C",566006,2943291,"9/18/2009",27,NA,NA,27,2,"Ridge",NA,468,NA,441,NA,NA,NA,NA,NA
"269",269,"C1",1,"1","P001","67_E",67,"E",566008,2943294,"9/18/2009",20,NA,NA,20,2,"Tree Island",NA,468,NA,448,NA,NA,NA,NA,NA
"270",270,"C1",1,"1","P001","68_C",68,"C",565937,2943166,"9/18/2009",22,NA,NA,22,2,"Ridge",NA,468,NA,446,NA,NA,NA,NA,NA
"271",271,"C1",1,"1","P001","68_E",68,"E",565938,2943167,"9/18/2009",25,NA,NA,25,1,"Ridge",NA,468,NA,443,NA,NA,NA,NA,NA
"272",272,"C1",1,"1","P001","69_C",69,"C",565855,2943017,"9/18/2009",21,NA,NA,21,1,"Ridge",NA,468,NA,447,NA,NA,NA,NA,NA
"273",273,"C1",1,"1","P001","69_E",69,"E",565863,2943026,"9/18/2009",18,NA,NA,18,2,"Ridge",NA,468,NA,450,NA,NA,NA,NA,NA
"274",274,"C1",1,"1","P001","70_C",70,"C",566026,2943227,"9/18/2009",28,NA,NA,28,0,"Slough",NA,468,NA,440,NA,NA,NA,NA,NA
"275",275,"C1",1,"1","P001","70_E",70,"E",566029,2943231,"9/18/2009",27,NA,NA,27,0,"Slough",NA,468,NA,441,NA,NA,NA,NA,NA
"276",276,"C1",1,"1","P001","71_C",71,"C",566359,2943181,"9/18/2009",34,NA,NA,34,0,"Slough",NA,468,NA,434,NA,NA,NA,NA,NA
"277",277,"C1",1,"1","P001","71_E",71,"E",566368,2943191,"9/18/2009",34,NA,NA,34,0,"Slough",NA,468,NA,434,NA,NA,NA,NA,NA
"278",278,"C1",1,"1","P001","72_C",72,"C",566325,2943330,"9/18/2009",26,NA,NA,26,2,"Slough",NA,468,NA,442,NA,NA,NA,NA,NA
"279",279,"C1",1,"1","P001","72_E",72,"E",566333,2943339,"9/18/2009",32,NA,NA,32,0,"Ridge",NA,468,NA,436,NA,NA,NA,NA,NA
"280",280,"C1",1,"1","P001","73_C",73,"C",566150,2943272,"9/18/2009",23,NA,NA,23,2,"Ridge",NA,468,NA,445,NA,NA,NA,NA,NA
"281",281,"C1",1,"1","P001","73_E",73,"E",566154,2943276,"9/18/2009",23,NA,NA,23,1,"Tree Island",NA,468,NA,445,NA,NA,NA,NA,NA
"282",282,"C1",1,"1","P001","74_C",74,"C",566234,2943122,"9/18/2009",32,NA,NA,32,1,"Slough",NA,468,NA,436,NA,NA,NA,NA,NA
"283",283,"C1",1,"1","P001","74_E",74,"E",566239,2943126,"9/18/2009",33,NA,NA,33,0,"Ridge",NA,468,NA,435,NA,NA,NA,NA,NA
"284",284,"C1",1,"1","P001","75_C",75,"C",566189,2943228,"9/18/2009",23,NA,NA,23,2,"Ridge",NA,468,NA,445,NA,NA,NA,NA,NA
"285",285,"C1",1,"1","P001","75_E",75,"E",566199,2943239,"9/18/2009",25,NA,NA,25,0,"Ridge",NA,468,NA,443,NA,NA,NA,NA,NA
"286",286,"C1",1,"1","P001","76_C",76,"C",566328,2943298,"9/18/2009",26,NA,NA,26,1,"Ridge",NA,468,NA,442,NA,NA,NA,NA,NA
"287",287,"C1",1,"1","P001","76_E",76,"E",566337,2943308,"9/18/2009",19,NA,NA,19,2,"Ridge",NA,468,NA,449,NA,NA,NA,NA,NA
"288",288,"C1",1,"1","P001","77_C",77,"C",566320,2943162,"9/18/2009",30,NA,NA,30,0,"Slough",NA,468,NA,438,NA,NA,NA,NA,NA
"289",289,"C1",1,"1","P001","77_E",77,"E",566329,2943172,"9/18/2009",34,NA,NA,34,1,"Slough",NA,468,NA,434,NA,NA,NA,NA,NA
"290",290,"C1",1,"1","P001","78_C",78,"C",566305,2943431,"9/18/2009",34,NA,NA,34,1,"Ridge",NA,468,NA,434,NA,NA,NA,NA,NA
"291",291,"C1",1,"1","P001","78_E",78,"E",566306,2943432,"9/18/2009",33,NA,NA,33,1,"Ridge",NA,468,NA,435,NA,NA,NA,NA,NA
"292",292,"C1",1,"1","P001","79_C",79,"C",566362,2943272,"9/18/2009",28,NA,NA,28,0,"Slough",NA,468,NA,440,NA,NA,NA,NA,NA
"293",293,"C1",1,"1","P001","79_E",79,"E",566365,2943275,"9/18/2009",34,NA,NA,34,0,"Slough",NA,468,NA,434,NA,NA,NA,NA,NA
"294",294,"C1",1,"1","P001","80_C",80,"C",566309,2943238,"9/18/2009",29,NA,NA,29,2,"Ridge",NA,468,NA,439,NA,NA,NA,NA,NA
"295",295,"C1",1,"1","P001","80_E",80,"E",566316,2943247,"9/18/2009",33,NA,NA,33,1,"Ridge",NA,468,NA,435,NA,NA,NA,NA,NA
"296",296,"C1",1,"1","P001","87_C",87,"C",566688,2943430,"9/18/2009",38,NA,NA,38,2,"Slough",NA,468,NA,430,NA,NA,NA,NA,NA
"297",297,"C1",1,"1","P001","87_E",87,"E",566693,2943436,"9/18/2009",22,NA,NA,22,2,"Tree Island",NA,468,NA,446,NA,NA,NA,NA,NA
"298",298,"C1",1,"1","P001","89_C",89,"C",566824,2943644,"9/18/2009",37,NA,NA,37,0,"Wet Prairie",NA,468,NA,431,NA,NA,NA,NA,NA
"299",299,"C1",1,"1","P001","89_E",89,"E",566829,2943649,"9/18/2009",38,NA,NA,38,0,"Slough",NA,468,NA,430,NA,NA,NA,NA,NA
"300",300,"C1",1,"3","P003","25_C",25,"C",532921,2910615,"9/4/2009",18,NA,NA,18,1,"Ridge",NA,322,NA,304,NA,NA,NA,NA,NA
"301",301,"C1",1,"3","P003","25_E",25,"E",532954,2910619,"9/4/2009",16,NA,NA,16,1,"Ridge",NA,322,NA,306,NA,NA,NA,NA,NA
"302",302,"C1",1,"3","P003","25_N",25,"N",532921,2910621,"9/4/2009",15,NA,NA,15,1,"Ridge",NA,322,NA,307,NA,NA,NA,NA,NA
"303",305,"C1",1,"3","P003","26_C",26,"C",533020,2910491,"9/4/2009",18,NA,NA,18,1,"Ridge",NA,322,NA,304,NA,NA,NA,NA,NA
"304",306,"C1",1,"3","P003","26_E",26,"E",533035,2910492,"9/4/2009",15,NA,NA,15,1,"Ridge",NA,322,NA,307,NA,NA,NA,NA,NA
"305",307,"C1",1,"3","P003","26_N",26,"N",533018,2910508,"9/4/2009",15,NA,NA,15,1,"Ridge",NA,322,NA,307,NA,NA,NA,NA,NA
"306",310,"C1",1,"3","P003","27_C",27,"C",532791,2910610,"9/4/2009",17,NA,NA,17,1,"Ridge",NA,322,NA,305,NA,NA,NA,NA,NA
"307",311,"C1",1,"3","P003","27_E",27,"E",532817,2910612,"9/4/2009",16,NA,NA,16,1,"Ridge",NA,322,NA,306,NA,NA,NA,NA,NA
"308",312,"C1",1,"3","P003","27_N",27,"N",532790,2910621,"9/4/2009",14,NA,NA,14,1,"Ridge",NA,322,NA,308,NA,NA,NA,NA,NA
"309",315,"C1",1,"3","P003","28_C",28,"C",532815,2910531,"9/4/2009",17,NA,NA,17,1,"Ridge",NA,322,NA,305,NA,NA,NA,NA,NA
"310",316,"C1",1,"3","P003","28_E",28,"E",532839,2910534,"9/4/2009",17,NA,NA,17,1,"Ridge",NA,322,NA,305,NA,NA,NA,NA,NA
"311",317,"C1",1,"3","P003","28_N",28,"N",532813,2910545,"9/4/2009",17,NA,NA,17,1,"Ridge",NA,322,NA,305,NA,NA,NA,NA,NA
"312",320,"C1",1,"3","P003","29_C",29,"C",533037,2910939,"9/4/2009",18,NA,NA,18,1,"Ridge",NA,323,NA,305,NA,NA,NA,NA,NA
"313",321,"C1",1,"3","P003","29_E",29,"E",533062,2910942,"9/4/2009",15,NA,NA,15,1,"Ridge",NA,323,NA,308,NA,NA,NA,NA,NA
"314",322,"C1",1,"3","P003","29_N",29,"N",533034,2910967,"9/4/2009",15,NA,NA,15,1,"Ridge",NA,323,NA,308,NA,NA,NA,NA,NA
"315",325,"C1",1,"3","P003","30_C",30,"C",532997,2910846,"9/4/2009",18,NA,NA,18,1,"Ridge",NA,323,NA,305,NA,NA,NA,NA,NA
"316",326,"C1",1,"3","P003","30_E",30,"E",533025,2910849,"9/4/2009",15,NA,NA,15,1,"Ridge",NA,323,NA,308,NA,NA,NA,NA,NA
"317",327,"C1",1,"3","P003","30_N",30,"N",532997,2910851,"9/4/2009",16,NA,NA,16,1,"Ridge",NA,323,NA,307,NA,NA,NA,NA,NA
"318",330,"C1",1,"3","P003","31_C",31,"C",532942,2910948,"9/4/2009",18,NA,NA,18,1,"Ridge",NA,323,NA,305,NA,NA,NA,NA,NA
"319",331,"C1",1,"3","P003","31_E",31,"E",532949,2910948,"9/4/2009",18,NA,NA,18,1,"Ridge",NA,323,NA,305,NA,NA,NA,NA,NA
"320",332,"C1",1,"3","P003","31_N",31,"N",532941,2910962,"9/4/2009",17,NA,NA,17,0,"Ridge",NA,323,NA,306,NA,NA,NA,NA,NA
"321",335,"C1",1,"3","P003","32_C",32,"C",532935,2910902,"9/4/2009",19,NA,NA,19,1,"Ridge",NA,323,NA,304,NA,NA,NA,NA,NA
"322",336,"C1",1,"3","P003","32_E",32,"E",532952,2910904,"9/4/2009",17,NA,NA,17,1,"Ridge",NA,323,NA,306,NA,NA,NA,NA,NA
"323",337,"C1",1,"3","P003","32_N",32,"N",532935,2910910,"9/4/2009",18,NA,NA,18,1,"Ridge",NA,323,NA,305,NA,NA,NA,NA,NA
